"id","age","year","wrkstat","hrs1","marital","degree","sphrs1","postlife","sex","SIBS","agekdbrn","othlang","born","neisafe","hsbio","hschem","natspac","nextgen","grass","hrlax","colsci","fmi","numpets","trust","tvhours","sop","ssi","sphrs2","educ","moos","faos","realrinc","wordsum","rhs","Male","pres"
1511,25,2018,"working fulltime",36,"never married","junior college",NA,"yes","female",7,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",2,NA,20430,0,"can't be too careful",NA,NA,NA,NA,16,45,NA,20430,NA,NA,"female",48
648,25,2018,"working fulltime",35,"married","lt high school",NA,"yes","male",10,23,"yes","no","somewhat safe",NA,NA,NA,NA,"not legal",1,NA,NA,0,"can't be too careful",1,NA,NA,NA,11,25,NA,NA,3,NA,"male",28
883,25,2018,"working fulltime",35,"never married","high school",NA,"yes","female",2,22,"yes","yes","very safe","yes","yes","about right","strongly agree",NA,10,"no",10782,NA,NA,0,NA,NA,NA,14,NA,31,NA,6,"good","female",35
1129,25,2018,"working parttime",35,"never married","bachelor",NA,"yes","male",3,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",5,NA,10782,0,"can trust",2,NA,NA,NA,17,48,62,NA,8,NA,"male",48
2135,25,2018,"working fulltime",30,"married","high school",40,"no","female",0,NA,"no","yes","very safe","no","yes","about right","agree","legal",3,"yes",20430,NA,"can't be too careful",1,35,26,NA,15,35,NA,9647,6,NA,"female",55
1928,25,2018,"working parttime",22,"never married","high school",NA,"no","female",2,NA,"no","yes","somewhat unsafe",NA,NA,"too much",NA,"legal",5,NA,20430,2,"can't be too careful",NA,NA,NA,NA,12,NA,60,2497,NA,"poor","female",32
582,25,2018,"working parttime",20,"never married","high school",NA,"no","male",0,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree",NA,10,"no",5107,NA,NA,1,NA,NA,NA,12,32,NA,NA,7,NA,"male",47
728,25,2018,"working parttime",20,"never married","high school",NA,"no","male",2,NA,"no","yes","somewhat unsafe","yes","yes","too much","agree",NA,4,"yes",9647,NA,NA,4,NA,NA,NA,14,48,NA,2497,6,"good","male",31
748,25,2018,"working parttime",20,"never married","high school",NA,"yes","female",0,20,"no","yes","very safe",NA,NA,NA,NA,"not legal",4,NA,7377,0,"can't be too careful",NA,NA,NA,NA,12,64,NA,7377,NA,NA,"female",30
1833,25,2018,"working parttime",20,"never married","high school",NA,"yes","female",6,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",8,NA,7377,0,"can't be too careful",NA,NA,NA,NA,12,38,NA,5107,NA,"fair","female",48
1519,25,2018,"working parttime",16,"married","junior college",40,"yes","female",6,24,"no","yes","very safe","yes","yes","about right","strongly agree","legal",0,"no",30645,NA,"depends",12,50,46,NA,14,46,27,12485,3,"good","female",36
992,25,2018,"working parttime",8,"never married","high school",NA,NA,"male",1,NA,"no","yes","somewhat safe","yes","yes","about right","agree","legal",4,"yes",37455,NA,"can't be too careful",8,31,39,NA,14,17,53,6242,7,NA,"male",25
2208,25,2018,"working parttime",8,"never married","high school",NA,"yes","male",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,4086,1,"can trust",0,NA,NA,NA,12,36,28,NA,4,NA,"male",48
140,25,2018,"working fulltime",6,"never married","high school",NA,"yes","female",4,NA,"yes","yes","very safe","no","no",NA,"agree",NA,8,"yes",14755,NA,NA,3,NA,NA,NA,15,17,37,5107,3,"good","female",64
210,25,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","female",1,NA,"yes","yes","very safe","no","no",NA,"strongly agree","not legal",NA,"no",NA,NA,"can trust",8,NA,NA,NA,12,38,31,NA,3,"fair","female",24
823,25,2018,"school",NA,"never married","high school",NA,NA,"male",1,NA,"no","yes","very safe",NA,NA,"too little",NA,"legal",NA,NA,45400,2,"can trust",NA,NA,NA,NA,15,48,60,3405,NA,"excellent","male",29
852,25,2018,"school",NA,"never married","high school",NA,"yes","male",3,21,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",NA,NA,24970,1,"can't be too careful",NA,NA,NA,NA,12,60,45,20430,NA,NA,"male",38
1461,25,2018,"school",NA,"married","high school",NA,"no","male",1,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,227,1,"can't be too careful",NA,32,35,NA,15,49,38,NA,NA,NA,"male",31
2312,25,2018,"school",NA,"never married","high school",NA,"yes","female",7,22,"no","yes","very safe","yes","yes","too much","agree",NA,NA,"yes",14755,NA,NA,0,NA,NA,NA,14,53,35,4086,5,"good","female",40
906,25,2018,"keeping house",NA,"never married","high school",NA,"yes","male",5,NA,"no","yes","very unsafe",NA,NA,NA,NA,"legal",NA,NA,227,0,"depends",NA,NA,NA,NA,13,61,NA,NA,NA,NA,"male",NA
1887,25,2018,"keeping house",NA,"married","high school",80,"yes","female",6,19,"no","yes","somewhat unsafe",NA,NA,"too little",NA,"legal",NA,NA,54480,7,"can't be too careful",NA,45,38,NA,12,NA,46,NA,NA,"excellent","female",NA
1988,25,2018,"keeping house",NA,"never married","high school",NA,"yes","female",7,NA,"no","yes","somewhat unsafe","yes","no",NA,"strongly agree",NA,NA,"yes",2497,NA,NA,2,39,67,NA,12,NA,35,NA,3,NA,"female",35
2291,25,2018,"keeping house",NA,"never married","lt high school",NA,"yes","female",4,19,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,5107,0,"can't be too careful",NA,22,14,NA,11,48,NA,NA,NA,NA,"female",NA
2080,26,2018,"working fulltime",89,"married","high school",NA,"yes","male",2,21,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,12485,1,"can't be too careful",4,NA,NA,NA,12,36,NA,10782,5,NA,"male",25
1768,26,2018,"working fulltime",80,"never married","high school",NA,"yes","female",8,24,"yes","yes","somewhat safe","yes","yes","about right","agree",NA,2,"no",20430,NA,NA,3,59,77,NA,12,NA,59,14755,8,"good","female",50
1464,26,2018,"working fulltime",70,"never married","high school",NA,"yes","male",5,19,"no","yes",NA,"yes","no","about right","agree","legal",7,"no",10782,NA,"can't be too careful",1,NA,NA,NA,12,38,NA,9647,4,"good","male",28
337,26,2018,"working fulltime",60,"never married","graduate",NA,"yes","female",1,NA,"yes","yes","very safe",NA,NA,NA,NA,"not legal",1,NA,20430,0,"can trust",1,NA,NA,NA,16,53,41,17025,9,NA,"female",17
998,26,2018,"working fulltime",54,"never married","high school",NA,"no","female",2,17,"no","yes","somewhat unsafe","yes","yes","too little","strongly agree","legal",4,"yes",17025,NA,"can't be too careful",2,53,73,NA,15,47,NA,NA,6,"good","female",59
597,26,2018,"working fulltime",50,"never married","high school",NA,"yes","male",3,25,"yes","yes","somewhat safe","no","no","about right","disagree",NA,3,"no",20430,NA,NA,1,NA,NA,NA,12,25,NA,12485,4,"excellent","male",27
2315,26,2018,"working fulltime",50,"never married","high school",NA,"yes","male",1,NA,"no","yes","somewhat safe","yes","yes","about right","agree","not legal",8,"no",17025,NA,"can trust",1,NA,NA,NA,12,64,43,17025,8,"good","male",57
531,26,2018,"working fulltime",48,"never married","high school",NA,"yes","female",4,NA,"no","yes","somewhat safe","yes","no",NA,"agree",NA,5,"no",1589,NA,NA,4,NA,NA,NA,12,39,NA,908,7,NA,"female",31
1012,26,2018,"working fulltime",48,"never married","high school",NA,"yes","female",4,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",6,NA,12485,1,"can't be too careful",NA,NA,NA,NA,13,48,NA,12485,NA,NA,"female",24
242,26,2018,"working fulltime",45,"never married","high school",NA,"yes","male",3,19,"yes","yes",NA,NA,NA,"too much",NA,"legal",5,NA,20430,4,"can't be too careful",NA,NA,NA,NA,13,NA,36,20430,NA,NA,"male",36
969,26,2018,"working fulltime",42,"separated","high school",NA,"yes","female",6,19,"no","yes","very safe",NA,NA,"too much",NA,"legal",1,NA,45400,0,"can't be too careful",NA,35,32,NA,12,30,28,45400,NA,"fair","female",31
148,26,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",1,NA,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",2,NA,6242,0,"can't be too careful",3,NA,NA,NA,17,33,31,6242,7,NA,"female",52
1273,26,2018,"working fulltime",40,"never married","high school",NA,"yes","male",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,5107,1,"can't be too careful",NA,NA,NA,NA,15,47,35,NA,NA,NA,"male",38
1542,26,2018,"working fulltime",40,"never married","high school",NA,"yes","male",3,22,"no","yes","somewhat safe","no","no",NA,"agree",NA,2,"no",30645,NA,NA,4,31,37,NA,12,60,NA,NA,1,"fair","male",25
1652,26,2018,"working fulltime",40,"never married","high school",NA,"yes","female",2,17,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",2,NA,10782,2,"can't be too careful",NA,NA,NA,NA,13,31,NA,10782,NA,"excellent","female",48
1808,26,2018,"working fulltime",40,"never married","high school",NA,NA,"female",4,NA,"no","yes","very safe","yes","yes",NA,"agree",NA,2,"no",9647,NA,NA,6,NA,NA,NA,12,35,28,9647,8,NA,"female",32
1938,26,2018,"working fulltime",40,"married","bachelor",60,"yes","female",1,NA,"yes","yes","very safe",NA,NA,"about right",NA,"not legal",0,NA,54480,2,"can't be too careful",NA,45,62,NA,16,NA,75,NA,NA,"excellent","female",38
2156,26,2018,"working fulltime",40,"never married","bachelor",NA,NA,"male",1,NA,"yes","yes","very safe","yes","yes","too little","strongly agree",NA,2,"yes",14755,NA,NA,2,NA,NA,NA,17,61,46,9647,9,NA,"male",48
262,26,2018,"working fulltime",38,"never married","bachelor",NA,NA,"male",1,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",5,NA,72640,0,"can't be too careful",NA,NA,NA,NA,16,64,59,6242,NA,NA,"male",38
1325,26,2018,"working fulltime",38,"never married","junior college",NA,"yes","female",1,NA,"no","yes","very safe","yes","no","too much","agree","legal",4,"yes",10782,NA,"can trust",1,35,32,NA,14,80,NA,10782,5,"good","female",55
1279,26,2018,"working parttime",38,"never married","bachelor",NA,"yes","female",2,NA,"no","yes","somewhat safe","yes","yes","too little","agree","legal",4,"yes",7377,NA,"depends",4,NA,NA,NA,16,38,31,6242,7,"good","female",25
1439,26,2018,"working fulltime",35,"separated","high school",NA,"no","male",8,21,"no","yes","very safe","no","yes",NA,"agree",NA,0,"no",9647,NA,NA,0,35,32,NA,12,NA,NA,9647,4,NA,"male",48
664,26,2018,"working parttime",28,"married","high school",50,"yes","female",3,22,"yes","no","somewhat safe","yes","yes","too much","agree",NA,0,"no",45400,NA,NA,1,50,68,NA,15,61,24,10782,3,"good","female",31
967,26,2018,"working parttime",21,"never married","high school",NA,"yes","female",3,23,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",1,NA,8512,1,"can't be too careful",NA,28,25,NA,14,22,38,3405,NA,NA,"female",21
2026,26,2018,"temp not working",NA,"never married","bachelor",NA,"yes","female",2,NA,"no","yes","somewhat safe","no","no","too much","disagree",NA,NA,"yes",30645,NA,NA,2,50,32,NA,16,NA,35,20430,6,NA,"female",64
818,26,2018,"unempl, laid off",NA,"never married","high school",NA,"no","male",8,NA,"no","yes","somewhat safe",NA,NA,NA,NA,NA,NA,NA,NA,0,"can't be too careful",NA,NA,NA,NA,12,NA,35,NA,NA,NA,"male",22
911,26,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","female",3,22,"yes","yes","very unsafe","yes","yes","about right","strongly agree","legal",NA,"no",12485,NA,"can't be too careful",8,NA,NA,NA,12,38,NA,227,3,"fair","female",25
2277,26,2018,"unempl, laid off",NA,"never married","high school",NA,"no","female",4,15,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,227,0,"can't be too careful",NA,NA,NA,NA,14,33,NA,NA,NA,NA,"female",NA
712,26,2018,"keeping house",NA,"never married","bachelor",NA,"yes","male",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,NA,0,"can't be too careful",NA,NA,NA,NA,16,52,NA,2043,NA,NA,"male",51
1039,26,2018,"keeping house",NA,"never married","high school",NA,"yes","male",6,21,"no","yes","somewhat safe","no","no","too much","agree",NA,NA,"no",NA,NA,NA,4,24,20,NA,12,NA,NA,NA,5,"good","male",NA
1409,26,2018,"keeping house",NA,"never married","lt high school",NA,"no","female",1,NA,"yes","yes","somewhat unsafe","no","no",NA,"strongly disagree",NA,NA,"no",10782,NA,NA,1,NA,NA,NA,10,31,38,3405,2,NA,"female",28
1892,27,2018,"working fulltime",89,"never married","lt high school",NA,"yes","male",8,20,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",4,NA,20430,2,"can't be too careful",8,NA,NA,NA,10,24,NA,9647,4,NA,"male",43
776,27,2018,"working fulltime",68,"never married","junior college",NA,"yes","female",2,NA,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",1,NA,17025,3,"can trust",NA,NA,NA,NA,14,NA,62,7377,NA,"excellent","female",31
574,27,2018,"working fulltime",60,"never married","high school",NA,"yes","male",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",10,NA,30645,0,"can't be too careful",NA,NA,NA,NA,12,35,45,30645,NA,NA,"male",35
1093,27,2018,"working fulltime",50,"married","bachelor",40,"yes","male",2,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree","legal",4,"yes",NA,NA,"can trust",1,49,62,NA,16,64,51,NA,4,NA,"male",49
2103,27,2018,"working fulltime",48,"never married","high school",NA,NA,"male",1,NA,"no","yes","very safe",NA,NA,"too little",NA,"legal",6,NA,30645,1,"depends",NA,NA,NA,NA,12,38,75,24970,NA,"good","male",35
1565,27,2018,"working fulltime",46,"married","high school",45,"yes","female",1,21,"no","yes","somewhat safe","no","yes","too much","agree",NA,2,"no",30645,NA,NA,2,49,65,NA,14,38,35,NA,4,"excellent","female",45
368,27,2018,"working fulltime",45,"never married","bachelor",NA,"yes","female",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,37455,NA,"can't be too careful",NA,NA,NA,NA,16,46,53,37455,NA,NA,"female",65
1382,27,2018,"working fulltime",45,"married","high school",NA,"no","male",0,26,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,5,"yes",30645,NA,NA,2,25,23,NA,14,60,NA,24970,8,NA,"male",25
1507,27,2018,"working fulltime",45,"never married","high school",NA,"yes","female",3,20,"no","yes","somewhat safe","no","no","too much","disagree","legal",1,"yes",12485,NA,"can't be too careful",0,NA,NA,NA,13,35,NA,12485,8,"good","female",48
1468,27,2018,"working fulltime",44,"never married","junior college",NA,"no","female",6,25,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,4,"yes",24970,NA,NA,2,NA,NA,NA,15,48,NA,14755,5,NA,"female",42
1853,27,2018,"working fulltime",44,"never married","high school",NA,"yes","male",2,25,"no","yes","very safe",NA,NA,"too much",NA,"legal",2,NA,12485,1,"can't be too careful",NA,NA,NA,NA,12,21,28,12485,NA,"excellent","male",37
179,27,2018,"working fulltime",43,"never married","bachelor",NA,"yes","male",2,NA,"yes","yes","very safe","yes","yes","too little","strongly agree","legal",5,"no",37455,NA,"can trust",0,NA,NA,NA,16,60,48,37455,6,"good","male",60
270,27,2018,"working fulltime",40,"never married","high school",NA,"yes","female",8,23,"yes","yes","somewhat safe","yes","no",NA,"strongly agree",NA,3,"no",37455,NA,NA,1,NA,NA,NA,12,28,NA,17025,5,NA,"female",25
373,27,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",1,NA,"no","yes","very safe","yes","yes","too little","strongly agree",NA,3,"yes",119879,NA,NA,1,40,45,NA,16,46,NA,37455,8,NA,"female",53
424,27,2018,"working fulltime",40,"never married","high school",NA,"yes","female",2,21,"yes","yes","very safe",NA,NA,NA,NA,"legal",3,NA,NA,0,"can't be too careful",NA,NA,NA,NA,13,27,44,NA,NA,NA,"female",55
755,27,2018,"working fulltime",40,"never married","high school",NA,"no","male",2,NA,"no","yes","somewhat safe","yes","yes","too much","agree",NA,8,"yes",14755,NA,NA,2,NA,NA,NA,18,66,66,14755,6,"good","male",59
913,27,2018,"working fulltime",40,"married","high school",38,"yes","female",2,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree","legal",5,"yes",24970,NA,"can't be too careful",1,37,31,NA,15,NA,26,14755,6,"good","female",17
974,27,2018,"working fulltime",40,"never married","junior college",NA,"yes","female",7,22,"no","yes","somewhat unsafe",NA,NA,NA,NA,"legal",2,NA,10782,0,"can't be too careful",NA,NA,NA,NA,14,35,NA,10782,NA,NA,"female",38
1114,27,2018,"working fulltime",40,"married","high school",38,"yes","male",2,NA,"no","no","somewhat safe","yes","yes","about right","strongly agree","legal",2,"yes",20430,NA,"can trust",1,36,35,NA,15,31,80,5107,7,"good","male",37
1233,27,2018,"working fulltime",40,"married","junior college",NA,"yes","male",4,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",0,NA,24970,NA,"can't be too careful",3,28,21,NA,14,21,NA,20430,6,NA,"male",24
1243,27,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",1,NA,"no","yes","somewhat safe",NA,NA,"too little",NA,"legal",7,NA,14755,2,"can't be too careful",NA,NA,NA,NA,16,NA,72,8512,NA,"excellent","female",37
1767,27,2018,"working fulltime",40,"married","high school",40,"no","male",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,14755,3,"can't be too careful",4,32,17,NA,12,48,NA,14755,4,NA,"male",25
2225,27,2018,"working fulltime",40,"married","graduate",24,"yes","female",0,NA,"no","yes","very safe","yes","no",NA,"agree",NA,5,"yes",10782,NA,NA,1,70,91,NA,18,47,38,NA,6,"good","female",44
2229,27,2018,"working fulltime",40,"never married","high school",NA,"no","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",5,NA,12485,1,"can't be too careful",3,NA,NA,NA,13,47,30,12485,3,NA,"male",24
484,27,2018,"working fulltime",35,"never married","high school",NA,NA,"male",0,NA,"no","yes","very safe",NA,NA,"about right",NA,"legal",8,NA,45400,3,"can't be too careful",NA,NA,NA,NA,12,39,35,8512,NA,NA,"male",45
973,27,2018,"working fulltime",35,"never married","lt high school",NA,NA,"male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",7,NA,20430,1,"can't be too careful",5,NA,NA,NA,12,29,NA,20430,8,NA,"male",33
2078,27,2018,"working fulltime",35,"married","high school",40,"yes","female",2,19,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,4,"no",37455,NA,NA,3,45,39,NA,12,28,50,NA,6,"good","female",25
586,27,2018,"working fulltime",30,"never married","lt high school",NA,"yes","female",3,19,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",0,NA,5107,3,"can't be too careful",1,NA,NA,NA,7,21,35,5107,4,NA,"female",48
1724,27,2018,"working parttime",29,"never married","junior college",NA,NA,"male",8,20,"no","yes","very safe","no","no","about right","agree",NA,2,"yes",20430,NA,NA,0,37,18,NA,16,25,NA,14755,7,"good","male",51
1927,27,2018,"working fulltime",20,"never married","high school",NA,"yes","male",1,25,"no","yes","somewhat unsafe","yes","yes",NA,"strongly agree",NA,8,"yes",37455,NA,NA,6,31,37,NA,13,17,NA,NA,7,NA,"male",45
634,27,2018,"temp not working",NA,"never married","high school",NA,"yes","female",2,24,"no","yes","very safe","yes","no","about right","agree","legal",2,"no",17025,NA,"can trust",1,NA,NA,NA,15,32,44,17025,5,"good","female",33
1077,27,2018,"temp not working",NA,"divorced","high school",NA,"yes","female",3,NA,"yes","no","somewhat safe","yes","yes","about right","agree","not legal",NA,"yes",8512,NA,"can trust",1,NA,NA,NA,15,64,48,8512,8,"excellent","female",38
864,27,2018,"unempl, laid off",NA,"never married","bachelor",NA,"yes","female",6,NA,"yes","yes","very safe",NA,NA,"about right",NA,"not legal",NA,NA,45400,2,"can trust",NA,NA,NA,NA,16,45,39,8512,NA,"good","female",65
897,27,2018,"school",NA,"never married","high school",NA,"yes","male",3,NA,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,NA,"yes",14755,NA,NA,1,35,32,NA,16,NA,73,12485,5,NA,"male",50
61,27,2018,"keeping house",NA,"married","high school",28,"yes","female",10,21,"yes","yes","somewhat unsafe","yes","yes","about right","agree",NA,NA,"no",2497,NA,NA,17,33,13,NA,13,35,NA,1589,4,"excellent","female",25
615,27,2018,"keeping house",NA,"never married","lt high school",NA,"no","female",5,17,"yes","no","somewhat safe","no","yes",NA,"strongly agree","not legal",NA,"yes",2497,NA,"can't be too careful",4,28,25,NA,9,NA,45,NA,3,NA,"female",24
866,27,2018,"keeping house",NA,"married","high school",40,"yes","female",1,25,"no","yes","very safe","yes","yes","about right","agree",NA,NA,"no",72640,NA,NA,4,48,57,NA,12,46,43,908,5,"excellent","female",51
1100,27,2018,"keeping house",NA,"never married","high school",NA,"yes","female",2,15,"no","yes","very unsafe",NA,NA,"about right",NA,"legal",NA,NA,12485,0,"can't be too careful",NA,NA,NA,NA,13,NA,45,12485,NA,"good","female",25
1459,27,2018,"keeping house",NA,"never married","high school",NA,"yes","female",2,24,"yes","yes","very safe","yes","yes",NA,"strongly agree",NA,NA,"yes",227,NA,NA,7,NA,NA,NA,16,47,NA,NA,7,NA,"female",48
560,28,2018,"working fulltime",89,"never married","graduate",NA,NA,"male",0,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",6,NA,72640,3,"can trust",NA,NA,NA,NA,16,64,70,24970,NA,NA,"male",58
1219,28,2018,"working fulltime",55,"married","high school",40,NA,"male",3,20,"yes","yes","very safe",NA,NA,NA,NA,"legal",7,NA,24970,1,"can't be too careful",NA,44,52,NA,12,NA,59,12485,NA,NA,"male",28
670,28,2018,"working parttime",55,"never married","high school",NA,"yes","female",2,NA,"yes","yes","somewhat safe",NA,NA,"too little",NA,"not legal",3,NA,45400,2,"can't be too careful",NA,NA,NA,NA,12,74,72,NA,NA,NA,"female",25
461,28,2018,"working fulltime",50,"married","bachelor",60,"yes","male",1,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,54480,0,"can trust",NA,50,32,NA,16,NA,57,37455,NA,NA,"male",47
778,28,2018,"working fulltime",50,"never married","lt high school",NA,"no","male",5,NA,"no","yes","somewhat unsafe",NA,NA,"about right",NA,"not legal",6,NA,72640,4,"can't be too careful",NA,NA,NA,NA,8,48,35,37455,NA,"good","male",35
1909,28,2018,"working fulltime",50,"married","bachelor",40,"yes","male",3,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,63560,2,"can trust",NA,64,82,NA,17,NA,27,54480,NA,NA,"male",63
1969,28,2018,"working fulltime",50,"divorced","high school",NA,"yes","female",3,19,"yes","yes","very safe",NA,NA,"about right",NA,"not legal",14,NA,9647,0,"can't be too careful",NA,NA,NA,NA,14,48,25,9647,NA,NA,"female",47
1413,28,2018,"working fulltime",48,"never married","high school",NA,"yes","male",3,NA,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",4,NA,9647,0,"can't be too careful",NA,NA,NA,NA,13,36,NA,3405,NA,"excellent","male",31
2077,28,2018,"working fulltime",48,"never married","graduate",NA,"yes","male",3,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,24970,1,"can't be too careful",3,NA,NA,NA,18,49,45,24970,5,NA,"male",54
731,28,2018,"working fulltime",47,"married","junior college",48,"yes","female",5,23,"no","yes","somewhat unsafe","yes","yes","too little","strongly agree",NA,3,"yes",24970,NA,NA,1,35,25,NA,14,64,NA,14755,6,"excellent","female",32
713,28,2018,"working fulltime",44,"divorced","graduate",NA,"yes","female",1,NA,"yes","no","somewhat safe","yes","yes","too much","strongly agree",NA,3,"yes",17025,NA,NA,1,NA,NA,NA,18,NA,73,17025,7,"excellent","female",49
86,28,2018,"working fulltime",42,"never married","bachelor",NA,NA,"male",2,NA,"no","yes","very safe","yes","yes","too much","agree",NA,8,"yes",24970,NA,"can trust",0,46,52,NA,17,33,22,20430,7,NA,"male",60
224,28,2018,"working fulltime",40,"never married","high school",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,"about right",NA,"legal",5,NA,37455,1,"can trust",NA,NA,NA,NA,14,NA,25,17025,NA,"excellent","male",45
392,28,2018,"working fulltime",40,"never married","graduate",NA,"no","male",1,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,6242,0,"can trust",1,NA,NA,NA,18,73,50,NA,9,NA,"male",53
502,28,2018,"working fulltime",40,"married","bachelor",40,"yes","male",0,20,"no","yes","very safe","yes","yes",NA,"agree",NA,5,"yes",45400,NA,NA,3,46,52,NA,16,74,49,NA,4,NA,"male",63
565,28,2018,"working fulltime",40,"never married","high school",NA,"no","male",1,NA,"no","yes","somewhat safe",NA,NA,"too little",NA,"legal",0,NA,30645,1,"can trust",NA,40,49,NA,16,45,72,9647,NA,"excellent","male",38
571,28,2018,"working fulltime",40,"never married","graduate",NA,"no","female",1,NA,"no","yes","somewhat safe","yes","yes","about right","disagree","legal",3,"yes",14755,NA,"can trust",0,NA,NA,NA,20,45,39,NA,8,"excellent","female",73
637,28,2018,"working fulltime",40,"married","high school",40,"yes","female",4,20,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",1,NA,30645,0,"can't be too careful",1,28,25,NA,12,NA,46,12485,5,NA,"female",26
741,28,2018,"working fulltime",40,"married","high school",40,"yes","female",2,NA,"no","yes","very safe",NA,NA,"about right",NA,"legal",4,NA,20430,3,"can't be too careful",NA,46,74,NA,12,39,NA,12485,NA,"good","female",47
1110,28,2018,"working fulltime",40,"married","bachelor",28,"no","female",6,27,"no","yes","very safe",NA,NA,NA,NA,"legal",5,NA,9647,1,"can trust",NA,24,20,NA,16,NA,31,NA,NA,NA,"female",62
1145,28,2018,"working fulltime",40,"never married","graduate",NA,"no","male",1,NA,"yes","no","somewhat safe",NA,NA,NA,NA,"not legal",5,NA,30645,0,"depends",2,NA,NA,NA,19,NA,42,30645,9,NA,"male",65
1158,28,2018,"working fulltime",40,"married","junior college",16,"yes","male",8,24,"yes","no","very safe","yes","yes","about right","agree","not legal",1,"yes",54480,NA,"can trust",1,45,62,NA,14,NA,49,24970,5,NA,"male",47
2302,28,2018,"working fulltime",40,"married","high school",40,"yes","female",1,21,"no","yes","very safe","yes","no",NA,"agree",NA,2,"no",10782,NA,NA,4,34,21,NA,12,48,25,9647,5,NA,"female",47
600,28,2018,"working fulltime",38,"never married","high school",NA,NA,"male",6,NA,"yes","no","somewhat safe",NA,NA,NA,NA,"not legal",2,NA,7377,0,"can't be too careful",1,39,38,NA,12,25,35,2497,4,NA,"male",38
793,28,2018,"working fulltime",38,"never married","high school",NA,"yes","female",3,20,"no","yes","somewhat safe","no","no",NA,"strongly agree",NA,2,"no",17025,NA,NA,1,NA,NA,NA,12,47,45,17025,5,NA,"female",55
1860,28,2018,"working fulltime",36,"never married","bachelor",NA,"yes","female",2,22,"no","yes","very safe",NA,NA,"about right",NA,"legal",5,NA,24970,0,"can't be too careful",NA,52,36,NA,18,47,35,14755,NA,"excellent","female",61
90,28,2018,"working fulltime",35,"never married","graduate",NA,"yes","male",2,NA,"yes","yes","very safe","yes","yes","too little","agree","legal",6,"yes",4086,NA,"can trust",2,NA,NA,NA,18,40,38,4086,8,"excellent","male",67
60,28,2018,"working parttime",29,"separated","high school",NA,"yes","female",5,21,"no","yes","somewhat unsafe",NA,NA,NA,NA,"legal",4,NA,3405,0,"can trust",12,NA,NA,NA,9,64,NA,2951,6,NA,"female",31
654,28,2018,"working parttime",25,"never married","bachelor",NA,NA,"male",1,NA,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",6,NA,14755,0,"can't be too careful",NA,NA,NA,NA,16,67,35,14755,NA,NA,"male",29
