"id","age","year","wrkstat","hrs1","marital","degree","sphrs1","postlife","sex","SIBS","agekdbrn","othlang","born","neisafe","hsbio","hschem","natspac","nextgen","grass","hrlax","colsci","fmi","numpets","trust","tvhours","sop","ssi","sphrs2","educ","moos","faos","realrinc","wordsum","rhs","Male","pres"
1612,22,2018,"working fulltime",NA,"never married","high school",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",2,NA,NA,1,"can trust",NA,NA,NA,NA,13,38,47,NA,NA,NA,"male",38
526,22,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","female",3,17,"no","yes","very safe","no","no","too much","agree","legal",NA,"no",9647,NA,"can't be too careful",4,NA,NA,NA,12,31,35,227,5,"good","female",31
1412,22,2018,"unempl, laid off",NA,"never married","lt high school",NA,"yes","male",6,NA,"no","yes","somewhat unsafe","no","no",NA,"agree",NA,NA,"no",20430,NA,NA,0,NA,NA,NA,10,38,NA,NA,NA,NA,"male",34
2132,22,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","female",1,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,9647,0,"can't be too careful",4,NA,NA,NA,12,33,NA,5107,6,NA,"female",25
2265,22,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","female",4,NA,"no","yes","somewhat safe",NA,NA,"too much",NA,NA,NA,NA,227,0,"can't be too careful",NA,NA,NA,NA,14,35,NA,NA,NA,"excellent","female",48
577,22,2018,"school",NA,"never married","bachelor",NA,"yes","female",2,NA,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",NA,NA,30645,0,"can trust",NA,NA,NA,NA,16,39,NA,NA,NA,"excellent","female",NA
1088,22,2018,"school",NA,"never married","high school",NA,"yes","female",3,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,10782,13,"can't be too careful",NA,NA,NA,NA,16,17,NA,NA,NA,NA,"female",NA
1130,22,2018,"school",NA,"never married","junior college",NA,"yes","male",3,NA,"no","yes","somewhat unsafe","yes","yes","too much","agree",NA,NA,"yes",37455,NA,NA,2,NA,NA,NA,16,NA,43,30645,5,NA,"male",30
1362,22,2018,"school",NA,"never married","high school",NA,NA,"male",2,NA,"no","yes","very safe",NA,NA,"about right",NA,"legal",NA,NA,NA,0,"can trust",NA,NA,NA,NA,15,69,71,NA,NA,"excellent","male",NA
1408,22,2018,"school",NA,"never married","high school",NA,"yes","male",1,NA,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",NA,NA,24970,0,"can't be too careful",NA,NA,NA,NA,14,51,NA,9647,NA,"good","male",43
1437,22,2018,"school",NA,"never married","high school",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,14755,1,"can't be too careful",NA,NA,NA,NA,15,64,NA,NA,NA,NA,"male",32
1608,22,2018,"school",NA,"never married","high school",NA,"yes","male",1,NA,"yes","yes","very safe","yes","yes","about right","strongly agree","legal",NA,"yes",NA,NA,"can't be too careful",0,NA,NA,NA,14,35,38,NA,4,"good","male",NA
1716,22,2018,"school",NA,"never married","high school",NA,NA,"male",2,NA,"yes","yes","very safe","yes","yes","too little","agree",NA,NA,"yes",908,NA,NA,1,NA,NA,NA,14,NA,69,NA,8,"good","male",NA
1717,22,2018,"school",NA,"never married","high school",NA,NA,"male",1,NA,"yes","yes","very safe","yes","yes",NA,"agree",NA,NA,"yes",908,NA,NA,5,NA,NA,NA,15,NA,72,NA,6,NA,"male",38
1985,22,2018,"keeping house",NA,"never married","high school",NA,"yes","female",8,NA,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",NA,NA,NA,5,"can't be too careful",NA,NA,NA,NA,12,32,NA,2951,NA,NA,"female",30
2282,22,2018,"keeping house",NA,"never married","high school",NA,NA,"male",12,19,"no","yes","somewhat unsafe",NA,NA,"too much",NA,NA,NA,NA,227,0,"depends",NA,NA,NA,NA,12,16,NA,NA,NA,"excellent","male",NA
107,23,2018,"working fulltime",64,"never married","high school",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",6,NA,72640,5,"can't be too careful",12,NA,NA,NA,12,35,58,20430,3,NA,"male",43
1836,23,2018,"working fulltime",60,"never married","high school",NA,"yes","female",4,20,"no","yes","somewhat safe",NA,NA,"too much",NA,"not legal",0,NA,9647,0,"can't be too careful",NA,38,28,NA,12,28,NA,NA,NA,"fair","female",28
1149,23,2018,"working parttime",60,"divorced","lt high school",NA,NA,"male",9,NA,"yes","yes","very safe",NA,NA,"too much",NA,"legal",4,NA,NA,12,"depends",NA,25,23,NA,11,38,NA,7377,NA,"good","male",28
572,23,2018,"working fulltime",55,"never married","bachelor",NA,"yes","female",2,NA,"yes","yes","somewhat safe",NA,NA,"about right",NA,"legal",4,NA,14755,0,"can trust",NA,NA,NA,NA,16,48,60,14755,NA,"excellent","female",39
1719,23,2018,"working fulltime",54,"never married","high school",NA,"yes","male",3,19,"no","yes","very safe","no","yes","too much","strongly agree",NA,4,"no",12485,NA,NA,3,NA,NA,NA,12,NA,38,10782,3,"good","male",43
1512,23,2018,"working fulltime",50,"never married","high school",NA,"yes","female",1,NA,"no","yes","somewhat safe","yes","no","about right","strongly agree","legal",1,"yes",9647,NA,"can't be too careful",1,42,34,NA,14,38,35,4086,6,"excellent","female",31
1766,23,2018,"working fulltime",50,"married","high school",40,"yes","female",6,20,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,5,"yes",24970,NA,NA,2,32,24,NA,13,42,35,NA,6,NA,"female",35
1318,23,2018,"working fulltime",42,"never married","bachelor",NA,"yes","male",4,NA,"yes","yes","very safe",NA,NA,"too much",NA,"legal",5,NA,54480,6,"can trust",NA,NA,NA,NA,16,49,47,NA,NA,NA,"male",52
1835,23,2018,"working fulltime",42,"never married","lt high school",NA,"yes","male",2,18,"no","yes","very safe","yes","yes",NA,"disagree",NA,6,"no",9647,NA,NA,4,48,24,NA,12,48,38,NA,3,NA,"male",33
754,23,2018,"working fulltime",40,"never married","high school",NA,"yes","male",1,NA,"yes","no","somewhat unsafe",NA,NA,"about right",NA,"legal",5,NA,30645,1,"can't be too careful",NA,NA,NA,NA,12,21,24,10782,NA,"good","male",25
950,23,2018,"working fulltime",40,"never married","junior college",NA,"yes","female",4,NA,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,4,"yes",NA,NA,NA,0,NA,NA,NA,14,60,62,NA,6,"good","female",46
1044,23,2018,"working fulltime",40,"never married","high school",NA,"yes","male",0,NA,"no","yes","very safe","yes","yes","about right","agree","legal",1,"yes",9647,NA,"can't be too careful",2,NA,NA,NA,14,59,51,9647,8,"excellent","male",65
1632,23,2018,"working fulltime",40,"never married","high school",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",8,NA,NA,1,"depends",NA,NA,NA,NA,12,39,66,NA,NA,NA,"male",32
1783,23,2018,"working fulltime",40,"never married","high school",NA,"yes","female",2,19,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,12485,0,"can trust",3,38,27,NA,12,35,40,NA,5,NA,"female",48
1346,23,2018,"working fulltime",37,"never married","high school",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",3,NA,54480,5,"can't be too careful",NA,NA,NA,NA,13,38,43,14755,NA,NA,"male",47
999,23,2018,"working fulltime",36,"never married","high school",NA,"yes","female",4,NA,"yes","yes","somewhat safe",NA,NA,"too little",NA,"legal",5,NA,8512,3,"depends",NA,16,13,NA,13,38,60,6242,NA,"good","female",38
59,23,2018,"working fulltime",35,"never married","lt high school",NA,"yes","male",3,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,30645,NA,"can't be too careful",NA,NA,NA,NA,11,36,16,30645,NA,NA,"male",25
1510,23,2018,"working fulltime",35,"married","junior college",48,"yes","female",3,20,"yes","yes","somewhat unsafe","yes","yes","too much","agree",NA,2,"yes",8512,NA,NA,1,26,22,NA,13,22,NA,5107,7,"fair","female",48
2295,23,2018,"working parttime",33,"never married","high school",NA,"yes","female",5,20,"no","yes","somewhat safe","yes","yes","about right","agree",NA,2,"no",908,NA,NA,3,NA,NA,NA,13,33,NA,908,5,"excellent","female",33
689,23,2018,"working fulltime",32,"never married","high school",NA,"yes","male",2,20,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,4086,0,"can't be too careful",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"male",25
1663,23,2018,"working parttime",32,"never married","high school",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,54480,6,"can't be too careful",NA,38,27,NA,13,60,50,6242,NA,NA,"male",35
788,23,2018,"working parttime",24,"never married","lt high school",NA,"yes","female",1,NA,"no","yes","very safe",NA,NA,"about right","strongly agree",NA,12,"no",24970,NA,NA,5,NA,NA,NA,8,64,42,6242,6,"excellent","female",46
1131,23,2018,"temp not working",NA,"never married","high school",NA,"yes","male",4,21,"no","yes","somewhat unsafe",NA,NA,NA,NA,"legal",21,NA,NA,0,"can't be too careful",NA,NA,NA,NA,13,47,63,NA,NA,NA,"male",24
2220,23,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,227,0,"can't be too careful",2,NA,NA,NA,12,21,40,NA,6,NA,"male",24
1146,23,2018,"school",NA,"never married","bachelor",NA,"yes","female",13,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,12485,0,"can't be too careful",NA,NA,NA,NA,16,24,74,9647,NA,NA,"female",31
1710,23,2018,"school",NA,"never married","bachelor",NA,NA,"female",1,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,908,3,"can't be too careful",NA,35,24,NA,17,35,27,NA,NA,NA,"female",33
1862,23,2018,"school",NA,"never married","high school",NA,"yes","female",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,908,1,"can trust",NA,NA,NA,NA,14,56,66,908,NA,NA,"female",48
1423,23,2018,"keeping house",NA,"never married","lt high school",NA,"yes","female",2,22,"no","yes","very safe","yes","yes","about right","agree","legal",NA,"no",20430,NA,"can't be too careful",1,37,18,NA,11,47,36,1589,7,"excellent","female",35
1645,23,2018,"keeping house",NA,"divorced","high school",NA,"yes","female",1,22,"no","yes","very safe","no","yes","about right","strongly agree","not legal",NA,"no",20430,NA,"can't be too careful",6,28,18,NA,14,45,46,NA,6,"excellent","female",31
1922,24,2018,"working fulltime",89,"never married","high school",NA,"yes","male",3,NA,"yes","yes","somewhat unsafe","yes","yes","about right","strongly agree","not legal",0,"no",30645,NA,"can't be too careful",0,32,25,NA,12,NA,48,14755,3,"good","male",55
1800,24,2018,"working fulltime",70,"never married","high school",NA,"yes","male",7,23,"no","yes","very safe","yes","yes","about right","strongly agree",NA,0,"no",14755,NA,NA,4,NA,NA,NA,11,34,45,14755,3,"excellent","male",24
1739,24,2018,"working fulltime",60,"never married","bachelor",NA,"yes","male",6,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,20430,1,"can trust",NA,48,24,NA,17,54,69,NA,NA,NA,"male",74
1852,24,2018,"working fulltime",60,"never married","high school",NA,"yes","female",4,21,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,2,"yes",1589,NA,NA,1,NA,NA,NA,12,24,31,1589,6,"excellent","female",48
1275,24,2018,"working fulltime",55,"never married","bachelor",NA,"no","male",2,NA,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,1,"yes",24970,NA,NA,1,NA,NA,NA,16,48,49,24970,7,NA,"male",51
462,24,2018,"working fulltime",50,"never married","bachelor",NA,"yes","female",1,NA,"no","yes","somewhat safe",NA,NA,"too little",NA,"legal",5,NA,14755,0,"can't be too careful",NA,70,83,NA,17,60,49,4086,NA,"excellent","female",64
1322,24,2018,"working fulltime",50,"married","high school",30,"yes","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",2,NA,37455,2,"can trust",NA,53,41,NA,12,48,39,30645,NA,NA,"male",42
1440,24,2018,"working fulltime",50,"married","bachelor",35,NA,"female",1,NA,"no","yes","very safe",NA,NA,NA,NA,NA,4,NA,NA,1,"can trust",NA,24,14,NA,16,47,44,NA,NA,NA,"female",50
1482,24,2018,"working fulltime",50,"never married","high school",NA,"yes","female",1,NA,"yes","yes","somewhat safe","yes","yes","too little","strongly agree",NA,5,"yes",14755,NA,NA,3,NA,NA,NA,14,31,66,14755,6,"good","female",49
1830,24,2018,"working fulltime",50,"never married","high school",NA,NA,"male",2,NA,"no","yes","somewhat safe","yes","no","too little","strongly agree","legal",4,"no",14755,NA,"can't be too careful",1,NA,NA,NA,12,35,58,14755,7,"excellent","male",24
1881,24,2018,"working fulltime",48,"never married","high school",NA,"yes","female",3,19,"no","yes","somewhat safe","yes","yes",NA,"strongly agree",NA,6,"no",6242,NA,NA,2,35,20,NA,13,50,21,NA,4,NA,"female",35
1244,24,2018,"working fulltime",42,"never married","bachelor",NA,"yes","female",4,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,10782,3,"can't be too careful",0,NA,NA,NA,18,53,NA,NA,5,NA,"female",35
1873,24,2018,"working fulltime",42,"never married","lt high school",NA,NA,"female",5,NA,"no","yes","somewhat unsafe","yes","yes",NA,"agree","legal",0,"no",12485,NA,"can't be too careful",4,NA,NA,NA,11,28,35,908,4,"good","female",21
246,24,2018,"working fulltime",40,"never married","high school",NA,"yes","female",2,NA,"yes","yes","somewhat unsafe","yes","no","about right","agree",NA,3,"no",NA,NA,NA,1,NA,NA,NA,12,25,36,NA,2,"excellent","female",38
1000,24,2018,"working fulltime",40,"never married","high school",NA,"yes","female",1,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree",NA,4,"no",17025,NA,NA,1,28,25,NA,12,49,31,17025,6,"fair","female",49
1235,24,2018,"working fulltime",40,"never married","high school",NA,"yes","female",3,NA,"no","yes","somewhat unsafe",NA,NA,NA,NA,"not legal",3,NA,20430,3,"can't be too careful",NA,46,52,NA,17,43,39,NA,NA,NA,"female",31
1552,24,2018,"working fulltime",40,"married","high school",50,"no","female",7,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree",NA,3,"no",17025,NA,NA,3,50,68,NA,12,24,49,9647,4,"good","female",47
1962,24,2018,"working fulltime",40,"married","high school",40,"yes","male",3,17,"no","yes","somewhat safe","yes","yes","about right","agree",NA,4,"no",17025,NA,NA,2,28,21,NA,12,47,27,14755,3,"excellent","male",45
2261,24,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",2,NA,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",3,NA,54480,0,"can't be too careful",NA,NA,NA,NA,16,39,45,14755,NA,"good","female",61
797,24,2018,"working fulltime",37,"never married","high school",NA,"yes","female",4,19,"yes","yes","somewhat unsafe","yes","yes","about right","agree","legal",0,"no",12485,NA,"can't be too careful",1,37,18,NA,12,35,24,9647,5,"excellent","female",61
794,24,2018,"working fulltime",32,"married","high school",NA,"no","female",8,NA,"yes","no","somewhat safe",NA,NA,"about right",NA,"not legal",3,NA,24970,0,"can trust",NA,70,83,NA,NA,47,45,9647,NA,"excellent","female",38
1082,24,2018,"working fulltime",32,"never married","high school",NA,"no","male",2,NA,"no","yes","very unsafe","yes","yes",NA,"agree",NA,6,"no",14755,NA,NA,2,NA,NA,NA,13,61,NA,14755,8,NA,"male",49
230,24,2018,"working parttime",25,"never married","high school",NA,"yes","female",3,19,"yes","yes","somewhat safe","yes","yes","about right","strongly agree","legal",3,"no",17025,NA,"depends",3,35,20,NA,12,48,38,NA,4,"good","female",21
1948,24,2018,"working fulltime",24,"never married","bachelor",NA,"no","male",2,NA,"yes","yes","very safe","yes","yes","too little","agree",NA,3,"yes",6242,NA,NA,2,NA,NA,NA,16,46,51,4086,7,"good","male",54
2195,24,2018,"working parttime",16,"never married","high school",NA,"no","female",1,NA,"yes","no","very safe","yes","yes","about right","strongly agree",NA,2,"yes",NA,NA,NA,2,NA,NA,NA,12,45,NA,908,2,"excellent","female",33
1102,24,2018,"working parttime",15,"never married","lt high school",NA,"yes","female",1,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",0,NA,9647,4,"can't be too careful",NA,31,39,NA,13,33,NA,908,NA,NA,"female",31
394,24,2018,"temp not working",NA,"never married","graduate",NA,"no","female",1,NA,"yes","no","very safe",NA,NA,NA,NA,"legal",3,NA,3405,0,"can trust",NA,64,82,NA,17,80,80,NA,NA,NA,"female",74
445,24,2018,"unempl, laid off",NA,"married","high school",35,"yes","female",3,18,"yes","no","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,45400,0,"can't be too careful",NA,35,20,NA,12,33,33,NA,NA,NA,"female",33
724,24,2018,"unempl, laid off",NA,"never married","bachelor",NA,"yes","male",1,NA,"yes","yes","somewhat safe",NA,NA,"about right",NA,"legal",NA,NA,63560,0,"can't be too careful",NA,NA,NA,NA,16,36,48,NA,NA,"excellent","male",NA
330,24,2018,"school",NA,"never married","bachelor",NA,"yes","female",1,NA,"no","yes","very safe",NA,NA,"about right",NA,"legal",NA,NA,30645,0,"can't be too careful",NA,NA,NA,NA,16,53,NA,2043,NA,"excellent","female",47
1358,24,2018,"school",NA,"never married","high school",NA,"yes","male",3,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,12485,1,"can't be too careful",1,NA,NA,NA,16,60,24,12485,9,NA,"male",70
1715,24,2018,"school",NA,"never married","high school",NA,NA,"male",2,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,NA,1,"can't be too careful",1,NA,NA,NA,17,64,44,2043,7,NA,"male",74
1718,24,2018,"school",NA,"never married","bachelor",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,2497,1,"depends",2,NA,NA,NA,17,47,38,NA,7,NA,"male",NA
2030,24,2018,"school",NA,"married","bachelor",NA,"yes","male",2,21,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,4086,0,"can trust",NA,21,14,NA,19,31,39,NA,NA,NA,"male",31
614,24,2018,"keeping house",NA,"married","high school",40,"yes","female",4,22,"yes","yes","somewhat safe","yes","yes","about right","strongly agree","not legal",NA,"yes",30645,NA,"can't be too careful",4,43,36,NA,15,47,NA,NA,6,"good","female",NA
617,24,2018,"keeping house",NA,"never married","high school",NA,"yes","female",0,NA,"yes","no","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,4086,0,"can trust",NA,NA,NA,NA,14,28,28,NA,NA,NA,"female",NA
1344,24,2018,"keeping house",NA,"married","high school",72,"yes","female",1,23,"no","yes","somewhat safe",NA,NA,"about right",NA,"not legal",NA,NA,NA,2,"can't be too careful",NA,34,21,NA,12,NA,50,227,NA,NA,"female",31
1455,24,2018,"keeping house",NA,"never married","lt high school",NA,"yes","female",3,16,"no","yes","very safe",NA,NA,"about right","agree","legal",NA,"no",5107,NA,"can't be too careful",5,24,20,NA,8,47,28,1589,7,"good","female",21
847,25,2018,"working fulltime",84,"married","high school",NA,"yes","male",2,18,"no","yes","somewhat unsafe",NA,NA,NA,NA,"legal",8,NA,14755,0,"can't be too careful",NA,NA,NA,NA,12,31,48,14755,NA,NA,"male",35
2167,25,2018,"working fulltime",64,"never married","high school",NA,"yes","male",7,22,"yes","yes","somewhat unsafe","yes","yes",NA,"agree",NA,2,"yes",24970,NA,NA,2,33,22,NA,14,40,48,12485,6,NA,"male",50
904,25,2018,"working fulltime",62,"never married","high school",NA,"no","male",3,NA,"no","yes","very unsafe",NA,NA,NA,NA,"legal",5,NA,14755,0,"can't be too careful",3,NA,NA,NA,12,64,42,14755,1,NA,"male",24
1607,25,2018,"working fulltime",60,"never married","high school",NA,"no","male",1,23,"no","yes","very safe",NA,NA,NA,NA,"legal",5,NA,NA,14,"can't be too careful",NA,35,25,NA,13,48,28,NA,NA,NA,"male",29
1725,25,2018,"working fulltime",60,"married","high school",NA,"yes","female",3,NA,"no","yes","very safe","yes","no",NA,"strongly agree","legal",6,"no",24970,NA,"can't be too careful",1,NA,NA,NA,13,35,NA,20430,5,"excellent","female",38
1699,25,2018,"working fulltime",55,"married","high school",NA,NA,"female",5,18,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",9,NA,6242,1,"can't be too careful",0,NA,NA,NA,13,NA,42,1589,5,NA,"female",21
